model,feature,accuracy,precision,recall,f1,TP,FP,FN,TN,n_sentences
QWEN2.5_QWEN25_ZS_noCTX_Leg,appositive-pleonastic-pronoun,0.9821073558648111,0.0,0.0,0.0,0,2,16,988,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,bin,0.9652087475149106,0.23809523809523808,0.7692307692307693,0.36363636363636365,10,32,3,961,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,verb-stem,0.36779324055666,0.02332814930015552,0.6521739130434783,0.04504504504504504,15,628,8,355,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,past-tense-swap,0.9542743538767395,0.05263157894736842,0.16666666666666666,0.08,2,36,10,958,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,zero-rel-pronoun,0.9771144278606965,0.047619047619047616,0.25,0.08,1,20,3,981,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,preterite-had,0.9323383084577115,0.04477611940298507,0.42857142857142855,0.08108108108108109,3,64,4,934,1008
QWEN2.5_QWEN25_ZS_noCTX_Leg,bare-got,0.9572139303482587,0.2608695652173913,0.5714285714285714,0.3582089552238806,12,34,9,950,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,zero-poss,0.9384920634920635,0.03571428571428571,0.2,0.06060606060606061,2,54,8,944,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,zero-copula,0.8849206349206349,0.0,0.0,0.0,0,68,48,892,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,double-tense,0.9781746031746031,0.0,0.0,0.0,0,22,0,986,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,be-construction,0.9603174603174603,0.02631578947368421,0.25,0.047619047619047616,1,37,3,967,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,resultant-done,0.9791666666666666,0.125,1.0,0.2222222222222222,3,21,0,984,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,finna,0.9910714285714286,0.0,0.0,0.0,0,9,0,999,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,come,0.9920634920634921,0.0,0.0,0.0,0,8,0,1000,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,double-modal,0.996031746031746,0.0,0.0,0.0,0,4,0,1004,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,multiple-neg,0.9285714285714286,0.26136363636363635,0.7666666666666667,0.3898305084745763,23,65,7,913,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,neg-inversion,0.9196428571428571,0.012195121951219513,1.0,0.024096385542168676,1,81,0,926,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,n-inv-neg-concord,0.9166666666666666,0.0,0.0,0.0,0,84,0,924,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,aint,0.9970238095238095,0.75,0.8571428571428571,0.8,6,2,1,999,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,zero-3sg-pres-s,0.9503968253968254,0.11428571428571428,0.17391304347826086,0.13793103448275862,4,31,19,954,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,is-was-gen,0.9652777777777778,0.0,0.0,0.0,0,8,27,973,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,zero-pl-s,0.9623015873015873,0.0,0.0,0.0,0,33,5,970,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,double-object,0.9950396825396826,0.0,0.0,0.0,0,1,4,1003,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,existential-it,0.9742063492063492,0.0,0.0,0.0,0,5,21,982,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,demonstrative-them,0.9801587301587301,0.05,0.5,0.09090909090909091,1,19,1,987,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,appositive-pleonastic-pronoun,0.9821428571428571,0.0,0.0,0.0,0,2,16,990,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,bin,0.9682539682539683,0.24324324324324326,0.6923076923076923,0.36,9,28,4,967,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,verb-stem,0.42857142857142855,0.030560271646859084,0.782608695652174,0.058823529411764705,18,571,5,414,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,past-tense-swap,0.9603174603174603,0.03333333333333333,0.08333333333333333,0.047619047619047616,1,29,11,967,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,zero-rel-pronoun,0.9831349206349206,0.06666666666666667,0.25,0.10526315789473684,1,14,3,990,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,preterite-had,0.9513888888888888,0.09615384615384616,0.7142857142857143,0.1694915254237288,5,47,2,954,1008
QWEN2.5_QWEN25_ZS_noCTX_noLeg,bare-got,0.9662698412698413,0.3617021276595745,0.8095238095238095,0.5,17,30,4,957,1008
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,zero-poss,0.4884910485933504,0.019704433497536946,0.8,0.038461538461538464,4,199,1,187,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,zero-copula,0.31297709923664124,0.03333333333333333,0.5,0.0625,9,261,9,114,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,double-tense,0.8132992327365729,0.0,0.0,0.0,0,73,0,318,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,be-construction,0.7091836734693877,0.008849557522123894,0.3333333333333333,0.017241379310344827,1,112,2,277,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,resultant-done,0.9360613810741688,0.038461538461538464,1.0,0.07407407407407407,1,25,0,365,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,finna,0.9565217391304348,0.0,0.0,0.0,0,17,0,374,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,come,0.9846547314578005,0.0,0.0,0.0,0,6,0,385,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,double-modal,0.9872122762148338,0.0,0.0,0.0,0,5,0,386,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,multiple-neg,0.9181585677749361,0.23076923076923078,0.8181818181818182,0.36,9,30,2,350,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,neg-inversion,0.9002557544757033,0.025,1.0,0.04878048780487805,1,39,0,351,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,n-inv-neg-concord,0.8849104859335039,0.0,0.0,0.0,0,45,0,346,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,aint,0.9974424552429667,0.8,1.0,0.8888888888888888,4,1,0,386,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,zero-3sg-pres-s,0.7263427109974424,0.07207207207207207,0.6666666666666666,0.13008130081300814,8,103,4,276,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,is-was-gen,0.9053708439897699,0.0625,0.2222222222222222,0.0975609756097561,2,30,7,352,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,zero-pl-s,0.7908163265306123,0.0,0.0,0.0,0,82,0,310,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,double-object,0.9948849104859335,0.0,0.0,0.0,0,2,0,389,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,existential-it,0.9821428571428571,0.0,0.0,0.0,0,2,5,385,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,demonstrative-them,0.9362244897959183,0.0,0.0,0.0,0,25,0,367,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,appositive-pleonastic-pronoun,0.9948979591836735,0.0,0.0,0.0,0,0,2,390,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,bin,0.9260204081632653,0.06666666666666667,0.6666666666666666,0.12121212121212122,2,28,1,361,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,verb-stem,0.5089058524173028,0.010256410256410256,1.0,0.02030456852791878,2,193,0,198,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,past-tense-swap,0.798469387755102,0.0125,1.0,0.024691358024691357,1,79,0,312,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,zero-rel-pronoun,0.9795918367346939,0.0,0.0,0.0,0,8,0,384,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,preterite-had,0.9132653061224489,0.0,0.0,0.0,0,34,0,358,393
QWEN2.5_QWEN25_ZScot_CTX1t_Leg,bare-got,0.9617346938775511,0.2857142857142857,1.0,0.4444444444444444,6,15,0,371,393
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,zero-poss,0.28426395939086296,0.017421602787456445,1.0,0.03424657534246575,5,282,0,107,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,zero-copula,0.22588832487309646,0.050156739811912224,0.8888888888888888,0.09495548961424333,16,303,2,73,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,double-tense,0.7081218274111675,0.0,0.0,0.0,0,115,0,279,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,be-construction,0.5786802030456852,0.011976047904191617,0.6666666666666666,0.023529411764705882,2,165,1,226,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,resultant-done,0.9263959390862944,0.03333333333333333,1.0,0.06451612903225806,1,29,0,364,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,finna,0.949238578680203,0.0,0.0,0.0,0,20,0,374,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,come,0.9593908629441624,0.0,0.0,0.0,0,16,0,378,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,double-modal,0.9822335025380711,0.0,0.0,0.0,0,7,0,387,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,multiple-neg,0.8984771573604061,0.21568627450980393,1.0,0.3548387096774194,11,40,0,343,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,neg-inversion,0.8908629441624365,0.022727272727272728,1.0,0.044444444444444446,1,43,0,350,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,n-inv-neg-concord,0.883248730964467,0.0,0.0,0.0,0,46,0,348,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,aint,0.9923857868020305,0.5714285714285714,1.0,0.7272727272727273,4,3,0,387,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,zero-3sg-pres-s,0.7182741116751269,0.07017543859649122,0.6153846153846154,0.12598425196850394,8,106,5,275,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,is-was-gen,0.9187817258883249,0.12903225806451613,0.4444444444444444,0.2,4,27,5,358,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,zero-pl-s,0.7106598984771574,0.0,0.0,0.0,0,114,0,280,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,double-object,0.9923857868020305,0.0,0.0,0.0,0,3,0,391,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,existential-it,0.9796954314720813,0.0,0.0,0.0,0,3,5,386,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,demonstrative-them,0.9187817258883249,0.0,0.0,0.0,0,32,0,362,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,appositive-pleonastic-pronoun,0.9898477157360406,0.0,0.0,0.0,0,2,2,390,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,bin,0.9441624365482234,0.12,1.0,0.21428571428571427,3,22,0,369,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,verb-stem,0.4365482233502538,0.008928571428571428,1.0,0.017699115044247787,2,222,0,170,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,past-tense-swap,0.6598984771573604,0.007407407407407408,1.0,0.014705882352941176,1,134,0,259,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,zero-rel-pronoun,0.9568527918781726,0.0,0.0,0.0,0,17,0,377,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,preterite-had,0.916243654822335,0.0,0.0,0.0,0,33,0,361,394
QWEN2.5_QWEN25_ZScot_CTX1t_noLeg,bare-got,0.949238578680203,0.20833333333333334,0.8333333333333334,0.3333333333333333,5,19,1,369,394
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,zero-poss,0.5555555555555556,0.0223463687150838,0.8,0.043478260869565216,4,175,1,216,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,zero-copula,0.37531486146095716,0.05058365758754864,0.7647058823529411,0.0948905109489051,13,244,4,136,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,double-tense,0.8358585858585859,0.0,0.0,0.0,0,65,0,331,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,be-construction,0.7506297229219143,0.02,0.6666666666666666,0.038834951456310676,2,98,1,296,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,resultant-done,0.9570707070707071,0.05555555555555555,1.0,0.10526315789473684,1,17,0,378,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,finna,0.9747474747474747,0.0,0.0,0.0,0,10,0,386,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,come,0.9797979797979798,0.0,0.0,0.0,0,8,0,388,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,double-modal,0.98989898989899,0.0,0.0,0.0,0,4,0,392,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,multiple-neg,0.898989898989899,0.20408163265306123,0.9090909090909091,0.3333333333333333,10,39,1,346,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,neg-inversion,0.9191919191919192,0.030303030303030304,1.0,0.058823529411764705,1,32,0,363,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,n-inv-neg-concord,0.898989898989899,0.0,0.0,0.0,0,40,0,356,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,aint,0.9924050632911392,0.5714285714285714,1.0,0.7272727272727273,4,3,0,388,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,zero-3sg-pres-s,0.7204030226700252,0.05454545454545454,0.46153846153846156,0.0975609756097561,6,104,7,280,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,is-was-gen,0.898989898989899,0.058823529411764705,0.2,0.09090909090909091,2,32,8,354,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,zero-pl-s,0.8136020151133502,0.0,0.0,0.0,0,74,0,323,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,double-object,0.9949494949494949,0.0,0.0,0.0,0,2,0,394,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,existential-it,0.9696969696969697,0.0,0.0,0.0,0,7,5,384,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,demonstrative-them,0.952020202020202,0.0,0.0,0.0,0,19,0,377,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,appositive-pleonastic-pronoun,0.9949494949494949,0.0,0.0,0.0,0,0,2,394,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,bin,0.9116161616161617,0.05555555555555555,0.6666666666666666,0.10256410256410256,2,34,1,359,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,verb-stem,0.5703517587939698,0.011560693641618497,1.0,0.022857142857142857,2,171,0,225,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,past-tense-swap,0.8060453400503779,0.01282051282051282,1.0,0.02531645569620253,1,77,0,319,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,zero-rel-pronoun,0.9368686868686869,0.0,0.0,0.0,0,25,0,371,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,preterite-had,0.9116161616161617,0.0,0.0,0.0,0,35,0,361,399
QWEN2.5_QWEN25_ZScot_CTX2t_Leg,bare-got,0.9672544080604534,0.29411764705882354,0.8333333333333334,0.43478260869565216,5,12,1,379,399
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,zero-poss,0.3103448275862069,0.018867924528301886,1.0,0.037037037037037035,5,260,0,112,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,zero-copula,0.21220159151193635,0.03618421052631579,0.7333333333333333,0.06896551724137931,11,293,4,69,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,double-tense,0.726790450928382,0.0,0.0,0.0,0,103,0,274,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,be-construction,0.6074270557029178,0.019867549668874173,1.0,0.03896103896103896,3,148,0,226,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,resultant-done,0.9283819628647215,0.03571428571428571,1.0,0.06896551724137931,1,27,0,349,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,finna,0.9708222811671088,0.0,0.0,0.0,0,11,0,366,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,come,0.9734748010610079,0.0,0.0,0.0,0,10,0,367,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,double-modal,0.9893899204244032,0.0,0.0,0.0,0,4,0,373,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,multiple-neg,0.8806366047745358,0.18518518518518517,0.9090909090909091,0.3076923076923077,10,44,1,322,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,neg-inversion,0.8885941644562334,0.0,0.0,0.0,0,41,1,335,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,n-inv-neg-concord,0.8726790450928382,0.0,0.0,0.0,0,48,0,329,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,aint,0.9920424403183024,0.5714285714285714,1.0,0.7272727272727273,4,3,0,370,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,zero-3sg-pres-s,0.6445623342175066,0.037037037037037035,0.5555555555555556,0.06944444444444445,5,130,4,238,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,is-was-gen,0.8938992042440318,0.1,0.5,0.16666666666666666,4,36,4,333,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,zero-pl-s,0.6976127320954907,0.0,0.0,0.0,0,114,0,263,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,double-object,0.9973474801061007,0.0,0.0,0.0,0,1,0,376,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,existential-it,0.9708222811671088,0.0,0.0,0.0,0,6,5,366,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,demonstrative-them,0.9283819628647215,0.0,0.0,0.0,0,27,0,350,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,appositive-pleonastic-pronoun,0.9920424403183024,0.0,0.0,0.0,0,1,2,374,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,bin,0.9389920424403183,0.11538461538461539,1.0,0.20689655172413793,3,23,0,351,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,verb-stem,0.5092838196286472,0.0106951871657754,1.0,0.021164021164021163,2,185,0,190,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,past-tense-swap,0.7347480106100795,0.009900990099009901,1.0,0.0196078431372549,1,100,0,276,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,zero-rel-pronoun,0.9071618037135278,0.0,0.0,0.0,0,35,0,342,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,preterite-had,0.9071618037135278,0.0,0.0,0.0,0,35,0,342,377
QWEN2.5_QWEN25_ZScot_CTX2t_noLeg,bare-got,0.9628647214854111,0.2777777777777778,0.8333333333333334,0.4166666666666667,5,13,1,358,377
QWEN2.5_QWEN25_ZScot_noCTX_Leg,zero-poss,0.3856088560885609,0.014792899408284023,1.0,0.029154518950437316,5,333,0,204,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,zero-copula,0.2564575645756458,0.0498812351543943,0.875,0.09438202247191012,21,400,3,118,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,double-tense,0.6863468634686347,0.0,0.0,0.0,0,170,0,372,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,be-construction,0.5387453874538746,0.011857707509881422,1.0,0.0234375,3,250,0,289,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,resultant-done,0.8634686346863468,0.013333333333333334,1.0,0.02631578947368421,1,74,0,467,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,finna,0.9464944649446494,0.0,0.0,0.0,0,29,0,513,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,come,0.966789667896679,0.0,0.0,0.0,0,18,0,524,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,double-modal,0.9723247232472325,0.0,0.0,0.0,0,15,0,527,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,multiple-neg,0.8505535055350554,0.14130434782608695,0.8666666666666667,0.24299065420560748,13,79,2,448,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,neg-inversion,0.8523985239852399,0.012345679012345678,1.0,0.024390243902439025,1,80,0,461,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,n-inv-neg-concord,0.8357933579335793,0.0,0.0,0.0,0,89,0,453,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,aint,0.9944649446494465,0.625,1.0,0.7692307692307693,5,3,0,534,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,zero-3sg-pres-s,0.6586715867158671,0.07106598984771574,0.875,0.13145539906103287,14,183,2,343,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,is-was-gen,0.8413284132841329,0.06097560975609756,0.35714285714285715,0.10416666666666667,5,77,9,451,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,zero-pl-s,0.6697416974169742,0.0,0.0,0.0,0,179,0,363,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,double-object,0.9944649446494465,0.0,0.0,0.0,0,3,0,539,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,existential-it,0.9372693726937269,0.15151515151515152,0.45454545454545453,0.22727272727272727,5,28,6,503,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,demonstrative-them,0.9206642066420664,0.0,0.0,0.0,0,43,0,499,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,appositive-pleonastic-pronoun,0.988929889298893,0.0,0.0,0.0,0,3,3,536,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,bin,0.8505535055350554,0.07954545454545454,1.0,0.14736842105263157,7,81,0,454,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,verb-stem,0.4022140221402214,0.009230769230769232,0.6,0.01818181818181818,3,322,2,215,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,past-tense-swap,0.6383763837638377,0.010101010101010102,1.0,0.02,2,196,0,344,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,zero-rel-pronoun,0.9169741697416974,0.0,0.0,0.0,0,45,0,497,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,preterite-had,0.8265682656826568,0.0,0.0,0.0,0,94,0,448,542
QWEN2.5_QWEN25_ZScot_noCTX_Leg,bare-got,0.9446494464944649,0.15151515151515152,0.7142857142857143,0.25,5,28,2,507,542
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,zero-poss,0.20695970695970695,0.009174311926605505,0.8,0.018140589569160998,4,432,1,109,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,zero-copula,0.17765567765567766,0.04700854700854701,0.88,0.08924949290060852,22,446,3,75,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,double-tense,0.6153846153846154,0.0,0.0,0.0,0,210,0,336,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,be-construction,0.48534798534798534,0.0070921985815602835,0.6666666666666666,0.014035087719298246,2,280,1,263,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,resultant-done,0.8516483516483516,0.0,0.0,0.0,0,80,1,465,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,finna,0.926605504587156,0.0,0.0,0.0,0,40,0,505,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,come,0.9523809523809523,0.0,0.0,0.0,0,26,0,520,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,double-modal,0.9615384615384616,0.0,0.0,0.0,0,21,0,525,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,multiple-neg,0.8315018315018315,0.1262135922330097,0.8666666666666667,0.22033898305084745,13,90,2,441,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,neg-inversion,0.8443223443223443,0.011627906976744186,1.0,0.022988505747126436,1,85,0,460,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,n-inv-neg-concord,0.8333333333333334,0.0,0.0,0.0,0,91,0,455,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,aint,0.9853211009174312,0.38461538461538464,1.0,0.5555555555555556,5,8,0,532,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,zero-3sg-pres-s,0.6648351648351648,0.07179487179487179,0.875,0.13270142180094788,14,181,2,349,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,is-was-gen,0.8406593406593407,0.08045977011494253,0.5,0.13861386138613863,7,80,7,452,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,zero-pl-s,0.6208791208791209,0.0,0.0,0.0,0,207,0,339,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,double-object,0.9871794871794872,0.0,0.0,0.0,0,7,0,539,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,existential-it,0.924908424908425,0.10526315789473684,0.36363636363636365,0.16326530612244897,4,34,7,501,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,demonstrative-them,0.9139194139194139,0.0,0.0,0.0,0,47,0,499,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,appositive-pleonastic-pronoun,0.989010989010989,0.0,0.0,0.0,0,3,3,540,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,bin,0.8516483516483516,0.07954545454545454,1.0,0.14736842105263157,7,81,0,458,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,verb-stem,0.37545787545787546,0.011627906976744186,0.8,0.022922636103151862,4,340,1,201,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,past-tense-swap,0.5805860805860806,0.008658008658008658,1.0,0.017167381974248927,2,229,0,315,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,zero-rel-pronoun,0.8058608058608059,0.0,0.0,0.0,0,106,0,440,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,preterite-had,0.8278388278388278,0.0,0.0,0.0,0,94,0,452,546
QWEN2.5_QWEN25_ZScot_noCTX_noLeg,bare-got,0.9322344322344323,0.1590909090909091,1.0,0.27450980392156865,7,37,0,502,546
